idx,name,volume,numTimes,price,image,question,category,brand,functionalMaterial
4130,인삼분말9,,,,,,,주식회사 진산사이언스,인삼
4131,인삼농축액7,,,,,,,주식회사 진산사이언스,인삼
4132,발효홍삼농축액분말,,,,,,,주식회사 진산사이언스,홍삼제품?홍삼(원료성)
4133,발효홍삼농축액7,,,,,,,주식회사 진산사이언스,홍삼
4134,발효홍삼농축액5,,,,,,,주식회사 진산사이언스,홍삼
4135,발효홍삼농축액,,,,,,,주식회사 진산사이언스,홍삼
4136,금산홍삼정프리미엄,,,,,,,주식회사 진산사이언스,홍삼제품
4137,금산홍삼정스틱,,,,,,,주식회사 진산사이언스,홍삼
4138,금산홍삼정분,,,,,,,주식회사 진산사이언스,홍삼
4139,고려홍삼황제(전량 수출용),,,,,,,주식회사 진산사이언스,홍삼
4140,고려홍삼정플러스,,,,,,,주식회사 진산사이언스,홍삼
4141,고려홍삼분말7,,,,,,,주식회사 진산사이언스,홍삼
4142,고려홍삼분말,,,,,,,주식회사 진산사이언스,홍삼
4143,고려홍삼농축액(전량 수출),,,,,,,주식회사 진산사이언스,홍삼
4144,고려태극삼분말,,,,,,,주식회사 진산사이언스,인삼제품
4145,고려태극삼단,,,,,,,주식회사 진산사이언스,인삼
4146,고려태극삼농축액,,,,,,,주식회사 진산사이언스,인삼제품
4147,Korean Red Ginseng Extract Gold(홍삼농축액 골드),,,,,,,주식회사 진산사이언스,홍삼
4148,6년근명품고려홍삼정,,,,,,,주식회사 진산사이언스,홍삼
4149,6년근고려홍삼정스틱블랙에디션,,,,,,,주식회사 진산사이언스,홍삼
4150,6년근고려홍삼정스틱,,,,,,,주식회사 진산사이언스,홍삼
4151,6년근 고려홍삼정,,,,,,,주식회사 진산사이언스,홍삼
4152,6년근 고려홍삼농축액 블랙에디션,,,,,,,주식회사 진산사이언스,홍삼
4153,인지플러스,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4154,인지업,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4155,인지생생,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)?아연?망간?비타민D?나이아신
4156,인지Q,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4157,베타제로,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4158,데커신케어조인트,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4159,데커신관절큐(Q),,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4160,데커신관절케어,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4161,데커신관절7080,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4162,데커신관절126,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4163,데커신관절,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4164,데커신골드,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)?아연?망간?비타민D?나이아신
4165,관절엔데커신,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)(제2014-44호)
4166,NAD이찌마100,,,,,,,(주)뉴트라젠,참당귀 추출분말(Nutragen)
4167,적포도발효농축액,,,,,,,하이바이오(주),적포도발효농축액
4168,폴리쌕진산프리미엄,,,,,,,주식회사 헬스바이오메드,인삼다당체추출물
4169,인삼다당체추출물,,,,,,,주식회사 헬스바이오메드,인삼다당체추출물
4170,NK진산골드,,,,,,,주식회사 헬스바이오메드,인삼다당체추출물
4171,홍삼하이생,,,,,,,(주)하이모 자연건강사업부,홍삼제품
4172,하이생 모락모락,,,,,,,(주)하이모 자연건강사업부,비타민 B6?아연
4173,큐1 (Q1),,,,,,,비엔지웰푸드,차전자피 제품
4174,에이치투비타,,,,,,,비엔지웰푸드,비타민 C?마그네슘
4175,수용성칼슘분말,,,,,,,비엔지웰푸드,칼슘
4176,석류추출물,,,,,,,비엔지웰푸드,석류추출물
4177,본엠에스엠분말,,,,,,,비엔지웰푸드,엠에스엠(MSM?Methyl sulfonylmethane?디메틸설폰)
4178,발효식초석류복합물,,,,,,,대상(주)오산공장,발효식초석류복합물
4179,백수오 등 복합추출물,,,,,,,주식회사 내츄럴엔도텍,백수오등 복합추출물
4180,프리미엄 단백질 플러스,,,,,,,스포츠바이오텍,단백질
4181,퓨어크레아틴100,,,,,,,스포츠바이오텍,크레아틴(2007-13)
4182,파워에너지 프로틴,,,,,,,스포츠바이오텍,단백질
4183,크레아틴3000 에너지부스트,,,,,,,스포츠바이오텍,크레아틴(기능성원료인정제2007-13호)
4184,크레아틴,,,,,,,스포츠바이오텍,크레아틴(기능성원료인정제2007-13호)
4185,울트라파워,,,,,,,스포츠바이오텍,홍삼
4186,울트라 에너지부스트,,,,,,,스포츠바이오텍,비타민 B1?비타민 B6
4187,스피드웨이,,,,,,,스포츠바이오텍,단백질
4188,스피드게이너,,,,,,,스포츠바이오텍,단백질
4189,바디핏단백질쉐이크,,,,,,,스포츠바이오텍,단백질
4190,바디웰 프로틴 알파,,,,,,,스포츠바이오텍,단백질
4191,바디웰 맛있는 프로틴 알파,,,,,,,스포츠바이오텍,단백질
4192,멀티단백질,,,,,,,스포츠바이오텍,단백질
4193,머슬블라스트웨이,,,,,,,스포츠바이오텍,단백질
4194,머슬블라스트게이너,,,,,,,스포츠바이오텍,단백질
4195,맨파워365,,,,,,,스포츠바이오텍,크레아틴(2007-13)
4196,X-1 에너지부스트,,,,,,,스포츠바이오텍,나이아신?비타민 B1
4197,부광모닝씨슬액,,,,,,,부광약품(주),밀크씨슬(카르두스 마리아누스) 추출물 제품
4198,에스피그린스-프로베이직(SP GREENS-PROBASIC),,,,,,,성풍양행(주),단백질
4199,에스피 퍼포먼스-더원(SP PERFORMANCE-THE ONE),,,,,,,성풍양행(주),단백질
4200,에스피 퍼포먼스 - 써큘레이션 카페라떼맛 (SP PERFORMANCE - CIRCULATION CAFFELATTE FLAVOUR),,,,,,,성풍양행(주),단백질
4201,에스피 스피릿-트리플에이(SP SPIRIT-TRIPLE A),,,,,,,성풍양행(주),비타민C
4202,에스피 스피릿 - 크레아틴 (SP SPIRIT - CREATINE),,,,,,,성풍양행(주),크레아틴(제2007-13호)
4203,활력골드,,,,,,,(주)보고신약 논산공장,홍삼제품
4204,피로개선엔,,,,,,,(주)보고신약 논산공장,홍삼제품
4205,포텐라이프,,,,,,,(주)보고신약 논산공장,비타민 C
4206,포스액,,,,,,,(주)보고신약 논산공장,나이아신
4207,정상적인 면역기능에 필요한 아연,,,,,,,(주)보고신약 논산공장,아연
4208,엑티나민,,,,,,,(주)보고신약 논산공장,홍경천 추출물
4209,비타씨골드,,,,,,,(주)보고신약 논산공장,비타민 C
4210,멀티나민,,,,,,,(주)보고신약 논산공장,나이아신?비타민 C
4211,닥터퀸,,,,,,,(주)보고신약 논산공장,홍삼
4212,닥터칼슘,,,,,,,(주)보고신약 논산공장,칼슘
4213,닥터슈퍼칸,,,,,,,(주)보고신약 논산공장,밀크씨슬(카르두스 마리아누스) 추출물?비타민 B1?비타민 B2?비타민 B6
4214,닥터 울트라비타씨,,,,,,,(주)보고신약 논산공장,비타민 C
4215,꿈엔들멀티나민,,,,,,,(주)보고신약 논산공장,나이아신?비타민 C
4216,가네굿D,,,,,,,(주)보고신약 논산공장,유산균발효마늘추출물(제2016-16호)
4217,M5(수출용),,,,,,,(주)보고신약 논산공장,밀크씨슬(카르두스 마리아누스) 추출물
4218,폴리덱스트로스 식이섬유,,,,,,,인터맥스,폴리덱스트로스
4219,한국야쿠르트 혼합 프로바이오틱스,,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스(원료성)
4220,프로바이오틱스 엠프로3(프로바이오틱스 MPRO3),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스(원료성)
4221,프로바이오틱스 HY7714,,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스 HY7714(기능성원료인정제2015-1호)
4222,비피도박테리움HY8001유산균분말(Bifidobacterium HY8001),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스(원료성)
4223,비피도박테리움 애니멀리스 서브스페시스 락티스 HY8002 유산균 분말(Bifidobacterium animalis ssp. lactis HY8002),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4224,비피도박테리움 롱검 HY8004 유산균 분말 (Bifidobacterium longum HY8004),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4225,락토바실러스카제이HY2782유산균분말(Lactobacillus casei HY2782),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4226,락토바실러스카제이HY2743유산균분말(Lactobacillus casei HY2743),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스(원료성)
4227,락토바실러스 헬베티쿠스 HY7801 유산균 분말 (Lactobacillus helveticus HY7801),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4228,락토바실러스 플란타룸 HY7715 유산균 분말 (Lactobacillus plantarum HY7715),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4229,락토바실러스 플란타룸 HY7712 유산균 분말 (Lactobacillus plantarum HY7712),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4230,락토바실러스 퍼멘텀 HY7301 유산균 분말 (Lactobacillus fermentum HY7301),,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4231,AC-1 혼합유산균분말,,,,,,,(주)한국야쿠르트 평택 프로바이오틱스 플랜트,프로바이오틱스
4232,혈행다행 나이젠 나토키나제,,,,,,,엠에스바이오텍(주)제2공장,나토배양물(분말)(기능성원료인정제2009-50호)?철?엽산?비타민 B6?비타민 B12
4233,헬씨루트 신바이오틱스 패밀리,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4234,핫타임다이어트,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4235,하이 비키니,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물?알로에 전잎?은행잎 추출물?옥타코사놀 함유 유지?아연?셀레늄(또는 셀렌)?비오틴?비타민A?비타민 B1?비타민 B2?비타민 B6?비타민 C?비타민D?나이아신?판토텐산
4236,하루쾌변 알로에 정,,,,,,,엠에스바이오텍(주)제2공장,알로에 전잎
4237,하루몬스터,,,,,,,엠에스바이오텍(주)제2공장,옥타코사놀 함유 유지?아연
4238,프리앤프로 신바이오틱스 골드,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?프로바이오틱스
4239,프리바이오틱스 3300,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당
4240,프리바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4241,프리미엄슘,,,,,,,엠에스바이오텍(주)제2공장,칼슘?마그네슘?비타민D
4242,프리미엄 프리바이오틱스 골드,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4243,프리미엄 DK(디케이)119 유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4244,프로바이오틱스츄어블,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4245,프로바이오틱스 조 프로젝트 L(엘),,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4246,프로바이오틱스 조 프로젝트 B(비),,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4247,프로바이오틱스 조 프로젝트 A(에이),,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4248,프로바이오 생유산균 골드,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?비타민 B1?비타민 B2?비타민 B6
4249,프라임 프리바이오틱스 스페셜,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4250,프라임 프로바이오틱스17스페셜,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4251,폴리시아 프리바이오틱스F0S(에프오에스),,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4252,포스콜,,,,,,,엠에스바이오텍(주)제2공장,콜레우스포스콜리추출물(기능성원료인정제2012-5호)
4253,파워 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4254,퉁퉁빼기 빼고 채움다이어트,,,,,,,엠에스바이오텍(주)제2공장,히알루론산?비타민 C?알로에 전잎?녹차추출물
4255,토리든 다이어트 우먼,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4256,토리든 다이어트 맨,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4257,키즈츄어블멀티비타민,,,,,,,엠에스바이오텍(주)제2공장,비타민A?비타민 B1?비타민 B2?비타민 B6?비타민 B12?비타민 C?비타민D?비타민E?나이아신?아연?판토텐산?엽산
4258,키즈 생유산균 프리미엄,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4259,키즈 생유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4260,큐비 오피스텐,,,,,,,엠에스바이오텍(주)제2공장,비타민A?비타민 B1?비타민 B2?비타민 B6?비타민 C?비타민D?엽산?비오틴?셀레늄(또는 셀렌)?아연
4261,큐(Q)어락2000,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?가르시니아캄보지아 추출물?비타민 C
4262,큐(Q)어락1.2테라,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연?비타민D
4263,큐&슬림다이어트,,,,,,,엠에스바이오텍(주)제2공장,녹차추출물?알로에 전잎
4264,칼로슬림애프터,,,,,,,엠에스바이오텍(주)제2공장,녹차추출물?알로에 전잎
4265,칼로슬림비포,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4266,칼로-팻번,,,,,,,엠에스바이오텍(주)제2공장,콜레우스포스콜리추출물(기능성원료인정제2012-5호)
4267,칼로-팻버닝,,,,,,,엠에스바이오텍(주)제2공장,콜레우스포스콜리추출물(기능성원료인정제2012-5호)
4268,칼로-컨트롤,,,,,,,엠에스바이오텍(주)제2공장,녹차추출물?알로에 전잎
4269,칼로-다운,,,,,,,엠에스바이오텍(주)제2공장,키토산/키토올리고당
4270,촉촉한방(One Punch),,,,,,,엠에스바이오텍(주)제2공장,히알루론산
4271,청혈고,,,,,,,엠에스바이오텍(주)제2공장,은행잎 추출물?아연?엽산?나이아신
4272,착한 면역인,,,,,,,엠에스바이오텍(주)제2공장,아연?비타민D
4273,징코후,,,,,,,엠에스바이오텍(주)제2공장,은행잎 추출물?셀레늄(또는 셀렌)?철?망간?아연?구리
4274,이너시크릿,,,,,,,엠에스바이오텍(주)제2공장,비타민 B1?비타민 B2?비타민 B6?비타민 B12?비타민 C?비타민D?비오틴
4275,이너바이오 프리바이오틱스 FOS 에프오에스,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4276,유한m 인큐포르테,,,,,,,엠에스바이오텍(주)제2공장,칼슘
4277,유한m 미네징코,,,,,,,엠에스바이오텍(주)제2공장,은행잎 추출물?셀레늄(또는 셀렌)?철?망간?아연?구리
4278,유한m 덴티큐포르테,,,,,,,엠에스바이오텍(주)제2공장,칼슘
4279,원바이오,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4280,원더비타 모락모락,,,,,,,엠에스바이오텍(주)제2공장,아연?판토텐산?구리?비타민 B1?엽산?비오틴
4281,원더락토 키즈유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4282,원더락토 뷰티유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4283,원더락토 베베유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4284,온가족 생유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4285,오케이관절(수출용),,,,,,,엠에스바이오텍(주)제2공장,NAG(엔에이지?N-아세틸글루코사민?N-Acetylglucosamine)?비타민D
4286,오늘도 가볍게 프로바이오틱스 락토-솔루션,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4287,오늘도 가볍게 실컷 다이어트 유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?가르시니아캄보지아 추출물
4288,엠티스트(EMPTIST),,,,,,,엠에스바이오텍(주)제2공장,차전자피식이섬유
4289,엠에스 유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4290,엠에스 솔루션,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4291,엠에스 생유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4292,엔바세 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4293,에버핏 쾌변&장건강,,,,,,,엠에스바이오텍(주)제2공장,알로에 전잎?아연?프로바이오틱스
4294,에버핏 더블액션 프로&프리바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?프로바이오틱스?아연
4295,없었던일로,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4296,아이비올 키즈(Kids),,,,,,,엠에스바이오텍(주)제2공장,아연?나이아신?비타민 B6?비타민 B1
4297,쏙넣고 쏘~옥빼자 샷추가 다이어트,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4298,신바이오틱스 듀얼,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?프로바이오틱스
4299,슬림짱,,,,,,,엠에스바이오텍(주)제2공장,녹차추출물?알로에 전잎
4300,스트레스 긴장완화를 위한 테아닌 나이트리션 씨플러스,,,,,,,엠에스바이오텍(주)제2공장,테아닌?비타민 C
4301,스킨.프로 아쿠아케어,,,,,,,엠에스바이오텍(주)제2공장,히알루론산?비타민 C
4302,슈퍼프리바이오틱스패밀리,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당
4303,슈퍼프리바이오틱스FOS(에프오에스),,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4304,생유산균프리미엄,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?비타민 C
4305,생유산균&스피루리나,,,,,,,엠에스바이오텍(주)제2공장,스피루리나?프로바이오틱스?비타민D?셀레늄(또는 셀렌)?아연
4306,생유산균 프리미엄 골드,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4307,쁘띠앤베베징크디펜스 플러스,,,,,,,엠에스바이오텍(주)제2공장,아연?비타민D
4308,쁘띠앤락토에스(S),,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4309,베이비유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4310,백공주바디톡스(Talk's),,,,,,,엠에스바이오텍(주)제2공장,녹차추출물
4311,바이탈밸런스,,,,,,,엠에스바이오텍(주)제2공장,알로에 겔
4312,바디핏텐프로다이어트,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4313,밀크씨슬 헬퍼,,,,,,,엠에스바이오텍(주)제2공장,밀크씨슬(카르두스 마리아누스) 추출물?아연?비타민 B1?비타민 B2?비타민 B6?비타민 C
4314,미라클 프로바이오틱스(수출용),,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4315,먹기위해,,,,,,,엠에스바이오텍(주)제2공장,녹차추출물?가르시니아캄보지아 추출물?알로에 전잎?비타민A?비타민 B1?비타민 B2?비타민 B6?비타민 C?비타민D?비타민E?나이아신?비오틴?엽산?판토텐산?아연?셀레늄(또는 셀렌)
4316,마이시크릿타임,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4317,리바이오틱스퓨어,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4318,롱리치 헬스케어 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연?비타민D
4319,락피스 에이치 프리미엄,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연?비타민D
4320,락토프로바이오생유산균19아연,,,,,,,엠에스바이오텍(주)제2공장,아연?프로바이오틱스
4321,데이제스트 키즈밸런스 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4322,데이제스트 그린밸런스 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스
4323,데이제스트 골든밸런스 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?테아닌
4324,더블아웃 플러스,,,,,,,엠에스바이오텍(주)제2공장,키토산/키토올리고당?마그네슘?비타민 C?크롬?아연?판토텐산?비타민 B1?비타민 B2?비타민 B6?비타민D?비오틴
4325,더블아웃,,,,,,,엠에스바이오텍(주)제2공장,키토산/키토올리고당?마그네슘?비타민 C?아연?판토텐산?비타민 B1?비타민 B2?비타민 B6?비타민D?비오틴
4326,더나은생생 유산균17종,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?아연
4327,더나은 생생프리바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연
4328,더:The 탱탱한 하루,,,,,,,엠에스바이오텍(주)제2공장,히알루론산
4329,대한민국 면역 프로바이오틱스,,,,,,,엠에스바이오텍(주)제2공장,아연?프로바이오틱스
4330,당신을 위한 생유산균,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?비타민 B1?비타민 B2?비타민 B6
4331,닥터틴틴,,,,,,,엠에스바이오텍(주)제2공장,아연?비타민 B6?비오틴
4332,넥시다이어트 그린&그린,,,,,,,엠에스바이오텍(주)제2공장,프로바이오틱스?녹차추출물
4333,내몸이가벼운가르시니아,,,,,,,엠에스바이오텍(주)제2공장,가르시니아캄보지아 추출물
4334,내몸애(愛) 눈건강 루테인,,,,,,,엠에스바이오텍(주)제2공장,마리골드꽃추출물?비타민 C?비타민E
4335,그린핏유산균,,,,,,,엠에스바이오텍(주)제2공장,프락토올리고당?아연?프로바이오틱스
4336,굿락투유 키즈,,,,,,,엠에스바이오텍(주)제2공장,철?비타민D?비타민 B1?비타민 B2?비타민 B6?엽산?비오틴?프로바이오틱스
4337,굿락투유 스킨핏,,,,,,,엠에스바이오텍(주)제2공장,히알루론산?비타민E?프로바이오틱스
4338,건강한 오디맛 아연시럽,,,,,,,엠에스바이오텍(주)제2공장,아연
4339,G5(지오) 프리미엄 복합비타민,,,,,,,엠에스바이오텍(주)제2공장,비타민 B6?비타민 B12?비타민 C?철
4340,7일만 클린다이어트,,,,,,,엠에스바이오텍(주)제2공장,차전자피식이섬유?가르시니아캄보지아 추출물
4341,아이엠톡 뚱살날살 자몽맛,,,,,,,(주)소울네이처푸드,가르시니아캄보지아 추출물?난소화성말토덱스트린
4342,아이엠톡 뚱살날살,,,,,,,(주)소울네이처푸드,가르시니아캄보지아 추출물?난소화성말토덱스트린
4343,세리박스 레몬맛프로젝트,,,,,,,(주)소울네이처푸드,가르시니아캄보지아 추출물
4344,세리박스 깔라맛프로젝트,,,,,,,(주)소울네이처푸드,가르시니아캄보지아 추출물
4345,마녀슬림다이어트,,,,,,,(주)소울네이처푸드,가르시니아캄보지아 추출물?프락토올리고당
4346,리프레쉬 데이,,,,,,,(주)소울네이처푸드,난소화성말토덱스트린
4347,채움-블랙,,,,,,,영농조합법인 물댄동산,홍삼
4348,채움-레드,,,,,,,영농조합법인 물댄동산,홍삼
4349,채움-단,,,,,,,영농조합법인 물댄동산,홍삼제품
4350,진기 홍삼정(원료성),,,,,,,영농조합법인 물댄동산,홍삼(원료성)
4351,진기 홍삼단,,,,,,,영농조합법인 물댄동산,홍삼제품
4352,주머니속 홍삼정,,,,,,,영농조합법인 물댄동산,홍삼
4353,우리아이튼튼프로젝트 멀티비타민,,,,,,,영농조합법인 물댄동산,비타민 B1?비타민 B2?나이아신?판토텐산?비타민 B6?비타민 C
4354,보(補)할 단,,,,,,,영농조합법인 물댄동산,홍삼제품
4355,이엠홍삼환골드플러스,,,,,,,바이오텍,홍삼
4356,이엠(EM)발포 멀티 유산균,,,,,,,바이오텍,프로바이오틱스 제품?판토텐산?아연
4357,슬림업 발포 다이어트 가르시니아,,,,,,,바이오텍,가르시니아캄보지아추출물?나이아신?판토텐산
4358,트리어드 코어(TRIAD Core),,,,,,,주식회사 셀로닉스,EPA 및 DHA 함유 유지
4359,트리어드 오메가3 스테디(TRIAD Omega3 Steady),,,,,,,주식회사 셀로닉스,EPA 및 DHA 함유 유지
4360,트리어드 그린 (Triad Green),,,,,,,주식회사 셀로닉스,EPA 및 DHA 함유 유지
4361,트리어드 EPA(TRIAD EPA),,,,,,,주식회사 셀로닉스,EPA 및 DHA 함유 유지
4362,트리어드 DHA(TRIAD DHA),,,,,,,주식회사 셀로닉스,EPA 및 DHA 함유 유지
4363,쎌티아이플러스원(CellTi Plus ONE),,,,,,,주식회사 셀로닉스,프로바이오틱스
4364,쎌티아이맘(CellTi Mom),,,,,,,주식회사 셀로닉스,프로바이오틱스
4365,쎌티아이50플러스(CellTi50+),,,,,,,주식회사 셀로닉스,프로바이오틱스
4366,쎌티아이 키즈(CellTi KIDS),,,,,,,주식회사 셀로닉스,프로바이오틱스 제품
4367,쎌티아이 키즈 스텝2(CellTi KIDS STEP2),,,,,,,주식회사 셀로닉스,프로바이오틱스
4368,쎌티아이 베이비(CellTi Baby),,,,,,,주식회사 셀로닉스,프로바이오틱스?비타민D
4369,쎌티아이 베이비(CellTi Baby),,,,,,,주식회사 셀로닉스,프로바이오틱스
4370,쎌티아이 골드(CellTi Gold),,,,,,,주식회사 셀로닉스,프로바이오틱스
4371,난소화성말토덱스트린L,,,,,,,(주)삼양사,난소화성말토덱스트린
4372,난소화성말토덱스트린,,,,,,,(주)삼양사,난소화성말토덱스트린(원료성)
4373,폭씨라인캡슐(수출용),,,,,,,(주)신바이오,녹차추출물
4374,폭씨라인,,,,,,,(주)신바이오,녹차추출물
4375,평온캡슐,,,,,,,(주)신바이오,테아닌
4376,장미인,,,,,,,(주)신바이오,알로에 겔
4377,애니통,,,,,,,(주)신바이오,NAG(엔에이지?N-아세틸글루코사민?N-Acetylglucosamine)
4378,샤프 라인,,,,,,,(주)신바이오,녹차추출물
4379,묘삼방 기삼(전량 수출용),,,,,,,(주)신바이오,NAG(엔에이지?N-아세틸글루코사민?N-Acetylglucosamine)?비타민 B1?비타민 B6?비타민 B12
4380,다이어트 쏙,,,,,,,(주)신바이오,녹차추출물
4381,퓨릭 메타케어,,,,,,,(주)뉴트롬,비타민 B1
4382,포머스타 빅,,,,,,,(주)뉴트롬,판토텐산
4383,클린판-테라,,,,,,,(주)뉴트롬,판토텐산
4384,클린씨 테라,,,,,,,(주)뉴트롬,비타민 C
4385,클린 판 1173,,,,,,,(주)뉴트롬,판토텐산
4386,클린 씨 2000,,,,,,,(주)뉴트롬,비타민C
4387,클로-디티엑스 I,,,,,,,(주)뉴트롬,클로렐라
4388,캄핏 다이아,,,,,,,(주)뉴트롬,비타민 C
4389,칼마그로스,,,,,,,(주)뉴트롬,칼슘?마그네슘
4390,카민플라,,,,,,,(주)뉴트롬,비타민 B1
4391,카디옴 케리우스,,,,,,,(주)뉴트롬,판토텐산
4392,이지씨지-테라,,,,,,,(주)뉴트롬,녹차추출물
4393,이노치알 피코,,,,,,,(주)뉴트롬,비타민 B1
4394,유티지 케어린,,,,,,,(주)뉴트롬,마그네슘
4395,올리버 케리우스,,,,,,,(주)뉴트롬,비타민 B6
4396,엘지에스 리페어린 I,,,,,,,(주)뉴트롬,비타민 B6
4397,엑스가우틴,,,,,,,(주)뉴트롬,판토텐산
4398,에스-테미나 I,,,,,,,(주)뉴트롬,판토텐산
4399,에너비 알포릴,,,,,,,(주)뉴트롬,판토텐산
